QuestionId,AnswerType,AnswerText,MisconceptionId
1446,C,"![The sequence 4, 7, 10  represented pictorially using red line segments shaped to form squares.]()",
1446,D,![The first three triangular numbers represented using purple dots.](),142.0
1447,A,\( a=2 \),
1447,B,\( a=-\frac{2}{3} \),2530.0
1447,C,\( a=-6 \),
1447,D,\( a=-2 \),
1448,A,The temperature of the sand is rising,
1448,B,The rate the mass of sand in the bucket is decreasing,
1448,C,The mass of sand in the bucket,1187.0
1448,D,The rate the mass of sand in the bucket is increasing,
1449,A,\( 27 \),
1449,B,\( -27 \),1507.0
1449,C,\( -11 \),
1449,D,\( -19 \),
1450,A,\( 0 \),
1450,B,\( 1 \),2355.0
1450,C,\( 2 \),1687.0
1450,D,\( 3 \),
1451,A,"Only
Tom",1198.0
1451,B,"Only
Katie",1198.0
1451,C,Both Tom and Katie,
1451,D,Neither is correct,1198.0
1452,A,\( 3 \),
1452,B,\( 1 \),1924.0
1452,C,\( 0 \),176.0
1452,D,The equation is undefined at this value,
1453,A,"\( (1,3.5) \)",
1453,B,"\( (5,3.5) \)",2275.0
1453,C,"\( (2,7) \)",2427.0
1453,D,"\( (2,3) \)",
1454,A,\( \begin{array}{l}\text { Tea }=60 p \\ \text { coffee }=40 p\end{array} \),
1454,B,\( \begin{array}{l}\text { Tea }=40 p \\ \text { coffee }=60 p\end{array} \),
1454,C,"\( \begin{array}{l}\text { Tea }=80 p, \\ \text { coffee }=44 p\end{array} \)",512.0
1454,D,\( \begin{array}{l}\text { Tea }=£ 2.40 \\ \text { coffee }=£ 1.40\end{array} \),
1455,A,\( n+5 \times 4=17 \),1507.0
1455,B,\( 4 n+5=17 \),871.0
1455,C,\( n^{4}+5=17 \),
1455,D,\( 4(n+5)=17 \),
1456,A,\( 400 \),
1456,B,\( 40 \),2316.0
1456,C,\( 22 \),2445.0
1456,D,\( 10 \),1664.0
1457,A,Only Tom,488.0
1457,B,Only Katie,488.0
1457,C,Both Tom and Katie,
1457,D,Neither is correct,488.0
1458,A,"Only
Tom",363.0
1458,B,"Only
Katie",
1458,C,Both Tom and Katie,
1458,D,Neither is correct,
1459,A,\( 6.6 \),
1459,B,\( 6.06 \),
1459,C,\( 7 \),1272.0
1459,D,\( 66 \),2055.0
1460,A,\( 6.5 \),
1460,B,\( 0.65 \),2505.0
1460,C,\( 65000 \),1651.0
1460,D,\( 65 \),187.0
1461,A,\( \begin{array}{l}d=-5 \\ h=-1\end{array} \),
1461,B,\( \begin{array}{c}d=1 \\ h=-4\end{array} \),1880.0
1461,C,\( \begin{array}{l}d=2 \\ h=2\end{array} \),1828.0
1461,D,\( \begin{array}{l}d=5 \\ h=4\end{array} \),1880.0
1462,A,\( 2 . \dot{6} \),414.0
1462,B,\( 4 \),1881.0
1462,C,\( 64 \),1032.0
1462,D,\( 2 \),
1463,A,\( 6 \),
1463,B,\( -6 \),2316.0
1463,C,\( 9 \),
1463,D,\( -9 \),1597.0
1464,A,Jadon is travelling away from home at a speed of \( 0.5 \mathrm{~m} / \mathrm{s} \),2437.0
1464,B,Jadon is decelerating at a rate of \( 0.5 \mathrm{~m} / \mathrm{s}^{2} \),2032.0
1464,C,Jadon is accelerating at a rate of \( 0.5 \mathrm{~m} / \mathrm{s}^{2} \),
1464,D,Jadon is travelling back home at a speed of \( 0.5 \mathrm{~m} / \mathrm{s} \),
1465,A,\( 6 \),
1465,B,\( 4 \),1507.0
1465,C,\( -12 \),2181.0
1465,D,\( -10 \),234.0
1466,A,Draw a line to join up the end of the line segment and the marker.,
1466,B,Make sure the centre of the protractor is at the end of the line segment.,1721.0
1466,C,Draw a marker to show where the angle needs to be drawn.,1721.0
1466,D,Draw a line segment,1721.0
1467,A,"![A 180 degree protractor (straight edge at the bottom) with 2 red lines and a blue sector marking out an angle being measured by the protractor. The angle is between the red line that is at 0 (inner scale) and 180 (outer scale) on the right of the protractor, anti-clockwise to the red line that is half way between 130 and 140 (inner scale) and halfway between 50 and 40 (outer scale).]()",1188.0
1467,B,"![A 180 degree protractor (straight edge at the bottom) with 2 red lines and a blue sector marking out an angle being measured by the protractor. The angle is between the red line that is at 0 (inner scale) and 180 (outer scale) on the right of the protractor, anti-clockwise to the red line that is half way between 120 and 130 (inner scale) and halfway between 60 and 50 (outer scale).]()",1188.0
1467,C,"![A 180 degree protractor (straight edge at the bottom) with 2 red lines and a blue sector marking out an angle being measured by the protractor. The angle is between the red line that is at 0 (inner scale) and 180 (outer scale) on the right of the protractor, anti-clockwise to the red line that is half way between 40 and 50 (inner scale) and halfway between 140 and 130 (outer scale).]()",2251.0
1467,D,"![A 180 degree protractor (straight edge at the bottom) with 2 red lines and a blue sector marking out an angle being measured by the protractor. The angle is between the red line that is at 0 (inner scale) and 180 (outer scale) on the right of the protractor, anti-clockwise to the red line that is half way between 50 and 60 (inner scale) and halfway between 130 and 120 (outer scale).]()",
1468,A,\( x^{2}-2 x+5 x-10 \),
1468,B,\( x^{2}+2 x+5 x-3 \),
1468,C,\( x^{2}-2 x-5 x+10 \),
1468,D,\( x^{2}-2 x+5 x+3 \),2143.0
1469,A,"\( (-1,-1) \)",
1469,B,"\( (-2,-3) \)",2427.0
1469,C,"\( (-1,-2) \)",
1469,D,"\( (-1,-1.5) \)",
1470,A,\( 3 \),2470.0
1470,B,\( 2 \),
1470,C,\( 9 \),1364.0
1470,D,\( 4 \),
1471,A,\( 3 \),1659.0
1471,B,\( 6 \),
1471,C,\( 9 \),
1471,D,\( 10 \),
1472,A,\( 123 \),
1472,B,\( 55 \),1078.0
1472,C,\( 63 \),1078.0
1472,D,\( 140 \),
1473,A,\( 3 \),1150.0
1473,B,\( 8 \),2071.0
1473,C,\( 12 \),
1473,D,\( 4 \),
1474,A,Only Tom,2306.0
1474,B,Only Katie,
1474,C,Both Tom and Katie,
1474,D,Neither is correct,
1475,A,\( 0.055 \),
1475,B,\( 0.22 \),2427.0
1475,C,\( 0.55 \),
1475,D,\( 0.11 \),2426.0
1476,A,Linear,1198.0
1476,B,Quadratic,1388.0
1476,C,Geometric,2228.0
1476,D,Fibonacci,
1477,A,A,
1477,B,B,1880.0
1477,C,C,
1477,D,D,
1478,A,"Left \( 5 \) squares, up \( 3 \) squares",
1478,B,"Left \( 5 \) squares, down \( 1 \) square",1488.0
1478,C,"Right \( 5 \) squares, down \( 3 \) squares",
1478,D,"Left \( 5 \) squares, up \( 4 \) squares",2269.0
1479,A,\( 400 \),1050.0
1479,B,\( 4000000 \),1074.0
1479,C,\( 4 \),
1479,D,\( 40 \),784.0
1480,A,\( 0.36 \),539.0
1480,B,\( 0.0306 \),
1480,C,\( 0.036 \),539.0
1480,D,\( 0.00306 \),2123.0
1481,A,\( 0.49 \),
1481,B,\( 1.4 \),2316.0
1481,C,\( 0.14 \),2316.0
1481,D,\( 4.9 \),2481.0
1482,A,\( 43^{\circ} \),
1482,B,\( 137^{\circ} \),1997.0
1482,C,\( 47^{\circ} \),1483.0
1482,D,Not enough information,1791.0
1483,A,\( \frac{1}{3} \),249.0
1483,B,\( 1 \),659.0
1483,C,\( \frac{1}{4} \),249.0
1483,D,\( \frac{1}{8} \),
1484,A,\( 9 \),2576.0
1484,B,\( 27 \),
1484,C,\( 33 \),952.0
1484,D,\( 333 \),66.0
1485,A,\( (-8)^{2} \),1510.0
1485,B,\( (-4)^{2} \),55.0
1485,C,\( (8)^{2} \),
1485,D,\( (4)^{2} \),
1486,A,"![A column addition of 0.7 + 0.54. The 0 of 0.7 is directly above the decimal point of 0.54, the decimal point of 0.7 is directly above the 5 of 0.54 and the 7 of 0.7 is directly above the 4 of 0.54.]()",587.0
1486,B,![A column addition of 0.07 + 0.54 with the decimal points lined up.](),539.0
1486,C,![A column addition of 0.7 + 5.4 with the decimal points lined up.](),
1486,D,![A column addition of 0.70 + 0.54 with the decimal points lined up.](),
1487,A,"Only
Tom",996.0
1487,B,"Only
Katie",1520.0
1487,C,Both Tom and Katie,
1487,D,Neither is correct,441.0
1488,A,\( 53+2 \),2445.0
1488,B,\( 53 \times 2 \),2316.0
1488,C,\( 53 \times 53 \),
1488,D,\( 532 \times 1 \),
1489,A,\( \mathrm{cm} \),2050.0
1489,B,\( m l \),
1489,C,\( \mathrm{mm} \),2050.0
1489,D,\( \mathrm{km} \),2050.0
1490,A,\( \begin{array}{c}00: 00 \text { to } \\ 04: 00\end{array} \),1530.0
1490,B,\( \begin{array}{c}08: 00 \text { to } \\ 12: 00\end{array} \),1471.0
1490,C,\( \begin{array}{c}16: 00 \text { to } \\ 20: 00\end{array} \),
1490,D,\( \begin{aligned} 20 & : 00 \text { to } \\ 00 & : 00\end{aligned} \),1530.0
1491,A,\( -16 \),1597.0
1491,B,\( -8 \),1072.0
1491,C,\( 16 \),
1491,D,\( 8 \),
1492,A,Certain,344.0
1492,B,Unlikely,344.0
1492,C,Even chance,344.0
1492,D,Impossible,
1493,A,\( 6^{3} \),
1493,B,\( 7 \div 6 \),2140.0
1493,C,\( 8-7 \),1507.0
1493,D,It doesn't matter: you get the same answer,2532.0
1494,A,\( 6(h-5) \),
1494,B,\( 6(5-h) \),1453.0
1494,C,\( (5-h) \times 6 \),1453.0
1494,D,\( (h-5) \times 6 \),1680.0
1495,A,Only Tom,1690.0
1495,B,"Only
Katie",
1495,C,Both Tom and Katie,1690.0
1495,D,Neither is correct,
1496,A,\( 8 \),2316.0
1496,B,\( 16 \),
1496,C,\( 4 \),
1496,D,\( -16 \),
1497,A,\( \{x \leq-2\} \cup\{x \geq 5\} \),1880.0
1497,B,\( \{-2 \leq x \leq 5\} \),
1497,C,\( \{-2 \geq x \geq 5\} \),1828.0
1497,D,\( \{x \geq-2\} \cup\{x \leq 5\} \),981.0
1498,A,\( 90^{\circ} \),860.0
1498,B,\( 180^{\circ} \),
1498,C,\( 270^{\circ} \),
1498,D,\( 360^{\circ} \),
1499,A,\( \frac{4}{6} \),172.0
1499,B,\( \frac{4}{9} \),1909.0
1499,C,\( \frac{8}{9} \),1514.0
1499,D,\( \frac{2}{9} \),
1500,A,\( 29.267 \),2330.0
1500,B,\( 29.16 \),1248.0
1500,C,\( 29.156 \),1379.0
1500,D,\( 29.157 \),
1501,A,\( t+1 \),
1501,B,\( t+\frac{1}{2} \),1256.0
1501,C,\( t-\frac{1}{2} \),2398.0
1501,D,Does not simplify,
1502,A,\( 3 \mathrm{~kg} \),445.0
1502,B,\( 10 \mathrm{~kg} \),
1502,C,\( 15 \mathrm{~kg} \),
1502,D,\( 25 \mathrm{~kg} \),
1503,A,"\( 7.4651 \)
and
\( 7.4559 \)",1402.0
1503,B,"\( 7.4628 \)
and
\( 7.4528 \)",1988.0
1503,C,"\( 7.463 \)
and
\( 6.461 \)",
1503,D,"\( 7.4608 \)
and
\( 7.4551 \)",
1504,A,\( 44 \),968.0
1504,B,\( 64 \),
1504,C,\( 400 \),968.0
1504,D,\( 8 \),968.0
1505,A,"- Draw a line \( 7 \mathrm{~cm} \) long
- Place a protractor at one end of the line, measure \( 40^{\degree} \) and place a dot
- Draw a line \( 50 \mathrm{~cm} \) long that starts at the same end of the line and goes through the dot.
- Join up the end of this line with the other end of the \( 7 \mathrm{~cm} \) line.",
1505,B,"- Draw a line \( 7 \mathrm{~cm} \) long
- Set the compass width to \( 40 \mathrm{~cm} \) and draw an arc from one end of the line
- Set the compass width to \( 50 \mathrm{~cm} \) and draw an arc from the other end of the line
- Join up the ends of the line to the intersection of the arcs with straight lines",
1505,C,"- Draw a line \( 7 \mathrm{~cm} \) long
- Place a protractor at one end of the line, measure \( 40^{\degree} \) and place a dot
- Place a protractor at the same end of the line, measure \( 50^{\degree} \) and place a dot
- Draw straight lines through the end of the lines through the dots
- Where these lines cross completes the triangle",796.0
1505,D,"- Draw a line \( 7 \mathrm{~cm} \) long
- Place a protractor at one end of the line, measure \( 40^{\degree} \) and place a dot
- Place a protractor at the other end of the line, measure \( 50^{\degree} \) and place a dot
- Draw straight lines through the end of the lines through the dots
- Where these lines cross completes the triangle",
1506,A,\( -8 \pm \frac{\sqrt{(-8)^{2}-4(2)(7)}}{2(2)} \),1044.0
1506,B,\( 8 \pm \frac{\sqrt{(-8)^{2}-4(2)(7)}}{2(2)} \),1044.0
1506,C,\( \frac{-8 \pm \sqrt{(-8)^{2}-4(2)(7)}}{2(2)} \),1044.0
1506,D,\( \frac{8 \pm \sqrt{(-8)^{2}-4(2)(7)}}{2(2)} \),
1507,A,\( 12 \% \),658.0
1507,B,\( 30 \% \),
1507,C,\( 62.5 \% \),1786.0
1507,D,\( 24 \% \),
1508,A,\( 7 \),
1508,B,\( 3 \),15.0
1508,C,\( 5.5 \),1507.0
1508,D,\( 5 \),
1509,A,\( d=-1 \),1294.0
1509,B,\( d=\frac{5}{13} \),
1509,C,\( d=\frac{3}{13} \),
1509,D,\( d=1 \),
1510,A,\( 8.4 \),2350.0
1510,B,\( 8.04 \),2288.0
1510,C,\( 0.84 \),
1510,D,\( 0.084 \),1035.0
1511,A,\( \begin{array}{c}P=3.5 \\ Q=2\end{array} \),
1511,B,\( \begin{array}{c}P=2 \\ Q=3.5\end{array} \),11.0
1511,C,\( \begin{array}{l}P=0 \\ Q=2\end{array} \),
1511,D,\( \begin{array}{c}P=0 \\ Q=3.5\end{array} \),
1512,A,\( 8 \),
1512,B,\( 64 \),657.0
1512,C,\( 4 \),2316.0
1512,D,\( 16 \),2175.0
1513,A,Chocolate,
1513,B,Vanilla,684.0
1513,C,Lemon,684.0
1513,D,There is the same amount of each.,684.0
1514,A,Only Tom,329.0
1514,B,Only Katie,2092.0
1514,C,Both Tom and Katie,329.0
1514,D,Neither is correct,
1515,A,"![The graph has three sections.
The first section is a horizontal line, then a sloped line with negative gradient. The last section is a horizontal line.]()",
1515,B,"![The graph has three sections.
The first section starts at (0, 0) and is a sloped line with steep, positive, uphill gradient, then a horizontal line. The third section is a sloped line with gentle, negative gradient that ends when it touches the horizontal axis.]()",601.0
1515,C,"![The graph has three sections.
The first section starts at (0, 0) and is a sloped line with positive, uphill gradient, then a horizontal line. The third section is another sloped line with a steeper positive gradient.]()",211.0
1515,D,"![The graph has three sections.
The first section starts at (0, 0) and is a sloped line with gentle, positive, uphill gradient, then a horizontal line. The third section is a sloped line with very steep negative gradient that ends when it touches the horizontal axis.]()",
1516,A,One hundred thousand,205.0
1516,B,One million,526.0
1516,C,One hundred million,
1516,D,One billion,2333.0
1517,A,\( 5 x^{3} \),
1517,B,\( 4 x^{2}+x \),
1517,C,\( 4 x^{2}+3 x \),2046.0
1517,D,Cannot be simplified,
1518,A,![Net showing 3 rectangles and two triangles](),1783.0
1518,B,![\( \theta \)](),690.0
1518,C,![Net showing four triangles](),
1518,D,![None of the above](),690.0
1519,A,Only Tom,
1519,B,Only Katie,
1519,C,Both Tom and Katie,2386.0
1519,D,Neither is correct,
1520,A,"Reflection in the line
\[
y=x
\]",47.0
1520,B,"Reflection in the line
\[
y=-x
\]",1303.0
1520,C,"Reflection in the
\[
x \text {-axis }
\]",
1520,D,"Reflection in the
\[
y \text {-axis }
\]",594.0
1521,A,\( 3 \),2504.0
1521,B,\( 2 x \),
1521,C,\( 4 x+16 \),
1521,D,Not enough information,1527.0
1522,A,Banana is the most popular fruit,1118.0
1522,B,Only pineapple is liked less than oranges,
1522,C,Kiwi is the most popular fruit,
1522,D,Apple is the third most popular fruit,
1523,A,Only Tom,1146.0
1523,B,Only Katie,370.0
1523,C,Both Tom and Katie,
1523,D,Neither is correct,
1524,A,"![A graph with time on the horizontal axis and p on the vertical axis. The graph starts at the origin and curves right and upwards, gradually getting more steep as you move right.]()",
1524,B,"![A graph with time on the horizontal axis and p on the vertical axis. The graph starts at the origin and curves right and upwards very steeply, then begins to level off.]()",
1524,C,"![A graph with time on the horizontal axis and p on the vertical axis. The graph starts at the origin and curves right and upwards very steeply, then begins to level off slightly, then travels more steeply again.]()",601.0
1524,D,"![A graph with time on the horizontal axis and p on the vertical axis. The graph starts at the origin and curves right and upwards very steeply, then begins to level off slightly, then travels more steeply again.]()",
1525,A,\( (x+9) \),
1525,B,\( (x-4) \),
1525,C,\( (x+4) \),
1525,D,\( (x-15) \),2256.0
1526,A,\( \frac{11}{35} \),234.0
1526,B,\( \frac{31}{35} \),
1526,C,\( \frac{5}{12} \),217.0
1526,D,\( \frac{5}{35} \),2234.0
1527,A,EGCE,33.0
1527,B,HCE,1942.0
1527,C,\( \mathrm{EGH} \),
1527,D,CGE,1942.0
1528,A,\( -5 t \),
1528,B,\( 0-5 t \),2148.0
1528,C,\( 0 h-5 t \),
1528,D,\( h-5 t \),528.0
1529,A,\( 0.2 \),1510.0
1529,B,\( 0.6 \),1507.0
1529,C,\( -0.2 \),
1529,D,\( 0.06 \),
1530,A,\( 20 c d \),
1530,B,\( 45 c d \),261.0
1530,C,\( 20 c d^{2} \),1172.0
1530,D,\( 9 c d \),2085.0
1531,A,\( 3.75 \mathrm{~cm} \),1956.0
1531,B,\( 5 \mathrm{~cm} \),
1531,C,\( 4.5 \mathrm{~cm} \),912.0
1531,D,Not enough information,2555.0
1532,A,\( \begin{array}{c}38+5=43 \\ 43+40=83\end{array} \),2438.0
1532,B,\( \begin{array}{c}30+40=70 \\ 8+5=13 \\ 70+13=83\end{array} \),
1532,C,\( \begin{array}{c}38+40=78 \\ 78+5=83\end{array} \),2438.0
1532,D,\( \begin{array}{c}8+5=13 \\ 30+13=43 \\ 43+40=83\end{array} \),2438.0
1533,A,\( \sqrt{146} \),
1533,B,\( 55 \),1658.0
1533,C,\( \sqrt{32} \),2316.0
1533,D,\( \sqrt{96} \),2517.0
1534,A,\( 7 \),
1534,B,\( 2 \),
1534,C,\( 0 \),339.0
1534,D,\( 1 \),
1535,A,Acute,1202.0
1535,B,Obtuse,599.0
1535,C,Reflex,
1535,D,A right angle,219.0
1536,A,\( 20 \),631.0
1536,B,\( 4 \),
1536,C,\( 3 \),2457.0
1536,D,\( 2 \),377.0
1537,A,Only Tom,
1537,B,Only Katie,2237.0
1537,C,Both Tom and Katie,
1537,D,Neither is correct,1365.0
1538,A,\( 12 \),2345.0
1538,B,\( 8 \),584.0
1538,C,\( 9 \),
1538,D,\( 6 \),1996.0
1539,A,Fish are the least preferred food from the list,603.0
1539,B,\( 25 \% \) of the people picked fish as their favourite food,
1539,C,Lamb is the most preferred food from the list,603.0
1539,D,\( 90 \% \) of the people prefer fish,248.0
1540,A,\( -2 \),1597.0
1540,B,\( 4 \),
1540,C,\( 2 \),82.0
1540,D,\( 0 \),
1541,A,\( \frac{-3 \pm \sqrt{11}}{5} \),2577.0
1541,B,\( \frac{-3 \pm \sqrt{0}}{5} \),
1541,C,\( \frac{-3 \pm \sqrt{-16}}{5} \),1487.0
1541,D,\( \frac{-3 \pm \sqrt{16}}{-5} \),2577.0
1542,A,\( 47 \div 2 \),960.0
1542,B,\( 47 \times 47 \),
1542,C,\( 47+2 \),952.0
1542,D,\( 47 \times 2 \),1072.0
1543,A,\( 118 \mathrm{~m} \),
1543,B,\( 121 \mathrm{~m} \),1527.0
1543,C,\( 130 \mathrm{~m} \),1527.0
1543,D,\( 105 \mathrm{~m} \),1706.0
1544,A,\( 20 \),1659.0
1544,B,\( 24 \),624.0
1544,C,\( 40 \),
1544,D,\( 90 \),
1545,A,\( > \),
1545,B,\( < \),1880.0
1545,C,\( = \),1507.0
1545,D,\( \geq \),1828.0
1546,A,\( 80^{\circ} \),154.0
1546,B,\( 140^{\circ} \),154.0
1546,C,\( 70^{\circ} \),
1546,D,\( 110^{\circ} \),
1547,A,\( a \times b \times b \),
1547,B,\( 2 \times a \times b \),2316.0
1547,C,\( a \times b \times a \times b \),452.0
1547,D,\( a \times a \times b \),
1548,A,"![An equilateral triangle divided into 4 smaller equilateral triangles that are identical to each other in size and shape. 2 of the smaller triangles are shaded orange, the rest are white.]()",
1548,B,"![A rectangle divided horizontally into 3 smaller rectangles that are identical to each other in size and shape. The top rectangle, of the 3, is shaded orange, the rest are white.]()",1376.0
1548,C,"![A rectangle divided into a grid of 30 smaller rectangles (5 high by 6 wide) that are identical to each other in size and shape. 8 of these smaller rectangles are shaded orange, the rest are white.]()",1212.0
1548,D,"![A rectangle divided horizontally into 3 smaller rectangles that are identical to each other in size and shape. The top 2 rectangles, of the 3, are shaded orange, the other is white.]()",
1549,A,Only Jo,152.0
1549,B,Only Paul,2461.0
1549,C,Both Jo and Paul,
1549,D,Neither is correct,
1550,A,Only Tom,
1550,B,Only Katie,
1550,C,Both Tom and Katie,2084.0
1550,D,Neither is correct,
1551,A,\( 25 \),
1551,B,\( 9 \),
1551,C,\( 17 \),2273.0
1551,D,\( 15 \),643.0
1552,A,Only Tom,
1552,B,Only Katie,
1552,C,Both Tom and Katie,1124.0
1552,D,Neither is correct,
1553,A,\( 56^{\circ} \),97.0
1553,B,\( 68^{\circ} \),97.0
1553,C,\( 124^{\circ} \),793.0
1553,D,Not enough information,
1554,A,\( 5 \),273.0
1554,B,\( 500 \),474.0
1554,C,\( 5000 \),
1554,D,\( 50 \),1863.0
1555,A,Only Tom,2359.0
1555,B,Only Katie,
1555,C,Both of them,2359.0
1555,D,Neither of them,
1556,A,\( 44 \mathrm{~cm}^{2} \),1148.0
1556,B,\( 22 \mathrm{~cm}^{2} \),1148.0
1556,C,\( 28 \mathrm{~cm}^{2} \),1148.0
1556,D,\( 24 \mathrm{~cm}^{2} \),
1557,A,"A is the coordinate (2,3)",
1557,B,"B is the coordinate (-2,-3)",898.0
1557,C,"C is the coordinate (2,-3)",772.0
1557,D,None of these,
1558,A,"Only
Tom",551.0
1558,B,"Only
Katie",
1558,C,Both Tom and Katie,551.0
1558,D,Neither is correct,551.0
1559,A,Only Tom,
1559,B,Only Katie,2312.0
1559,C,Both Tom and Katie,2312.0
1559,D,Neither is correct,1318.0
1560,A,\( m \),915.0
1560,B,\( \mathrm{km} \),1422.0
1560,C,\( 11 \),1725.0
1560,D,\( m g \),
1561,A,\( t=\frac{1}{4} \),
1561,B,\( t=4 \),1717.0
1561,C,\( t=-4 \),
1561,D,\( t=-\frac{1}{4} \),1214.0
1562,A,\( 56 \),
1562,B,\( 224 \),1074.0
1562,C,\( 85 \),1119.0
1562,D,\( 51 \),
1563,A,\( 6 \),2427.0
1563,B,\( 4 \),971.0
1563,C,\( 3 \),
1563,D,\( 3.5 \),
1564,A,\( 62^{\circ} \),8.0
1564,B,\( 128^{\circ} \),699.0
1564,C,\( 298^{\circ} \),2362.0
1564,D,\( 118^{\circ} \),
1565,A,\( 90^{\circ} \),309.0
1565,B,\( 100^{\circ} \),2121.0
1565,C,\( 180^{\circ} \),
1565,D,\( 360^{\circ} \),2362.0
1566,A,\( 2 p \),
1566,B,\( p+2 \),1866.0
1566,C,\( 8 p \),
1566,D,Not enough information,449.0
1567,A,\( (p-3)(p-3) \),547.0
1567,B,\( p(p-9) \),2549.0
1567,C,\( (p+3)(p-3) \),
1567,D,Does not factorise,113.0
1568,A,\( 0.66 \),
1568,B,\( 0.74 \),
1568,C,\( 0.666 \),
1568,D,\( 0.2 \),1966.0
1569,A,\( 60 \),
1569,B,\( 156 \),452.0
1569,C,\( 576 \),452.0
1569,D,\( 24 \),
1570,A,\( 2 m-16 \),879.0
1570,B,\( 2 m-1 \),
1570,C,\( 2 m-20 \),617.0
1570,D,\( 2 m-5 \),657.0
1571,A,"Only
Jo",55.0
1571,B,"Only
Paul",
1571,C,Both Jo and Paul,
1571,D,Neither is correct,
1572,A,"\( (-6,3) \)",563.0
1572,B,"\( (-3,6) \)",1990.0
1572,C,"\( (-3,3) \)",1990.0
1572,D,"\( (-3,0) \)",
1573,A,"Protractor 
Compass",723.0
1573,B,"Ruler 
Compass",651.0
1573,C,"Ruler
Protractor
Compass",
1573,D,"Ruler 
Protractor",297.0
1574,A,\( £ 34 \),1179.0
1574,B,\( £ 52 \),1999.0
1574,C,\( £ 118 \),1999.0
1574,D,\( £ 136 \),
1575,A,\( 5 \),
1575,B,\( 25 \),
1575,C,\( \frac{125}{3} \),414.0
1575,D,\( 375 \),146.0
1576,A,YNR,625.0
1576,B,QMX,
1576,C,QMN,2336.0
1576,D,NMP,2454.0
1577,A,\( 3000 \),1651.0
1577,B,\( 3 \),187.0
1577,C,\( 0.3 \),
1577,D,\( 0.03 \),2505.0
1578,A,"Add Pair \( 1 \)
Subtract Pair \( 2 \)",2157.0
1578,B,"Add Pair \( 1 \)
Add Pair \( 2 \)",1233.0
1578,C,"Subtract Pair \( 1 \)
Add Pair \( 2 \)",303.0
1578,D,"Subtract Pair \( 1 \)
Subtract Pair \( 2 \)",
1579,A,\( 6.5 \mathrm{~m} \),417.0
1579,B,\( 650 \mathrm{~m} \),2132.0
1579,C,\( 6500 \mathrm{~m} \),
1579,D,\( 7 \mathrm{~km} \),134.0
1580,A,![A graph with time (sec) on the horizontal axis and distance (m) on the vertical axis. A is plotted above 2 on the horizontal axis and right of 3 on the vertical axis.](),
1580,B,![A graph with time (sec) on the horizontal axis and distance (m) on the vertical axis. B is plotted above 3 on the horizontal axis and right of 2 on the vertical axis.](),11.0
1580,C,![A graph with time (sec) on the horizontal axis and distance (m) on the vertical axis. C is plotted below 3 on the horizontal axis and right of -2 on the vertical axis.](),11.0
1580,D,![A graph with time (sec) on the horizontal axis and distance (m) on the vertical axis. D is plotted below 2 on the horizontal axis and right of -3 on the vertical axis.](),1488.0
1581,A,\( 120 \mathrm{~cm}^{3} \),982.0
1581,B,\( 100 \mathrm{~cm}^{3} \),253.0
1581,C,\( 125 \mathrm{~cm}^{3} \),
1581,D,\( 150 \mathrm{~cm}^{3} \),746.0
1582,A,\( \frac{1}{45} \),
1582,B,\( \frac{2}{14} \),1980.0
1582,C,\( \frac{5}{9} \),2134.0
1582,D,\( \frac{1}{14} \),1280.0
1583,A,\( 60 \),2316.0
1583,B,\( 900 \),
1583,C,\( 22 \),
1583,D,\( 15 \),1664.0
1584,A,\( \frac{2}{5} \),733.0
1584,B,\( 10 \),
1584,C,\( \frac{1}{10} \),1152.0
1584,D,\( \frac{5}{2} \),1749.0
1585,A,\( 5.06 \times 10^{3} \),1781.0
1585,B,\( 5.6 \times 10^{-3} \),702.0
1585,C,\( 5.06 \times 10^{-5} \),702.0
1585,D,\( 5.06 \times 10^{-3} \),
1586,A,\( (3 x+4)^{2} \),2581.0
1586,B,\( (9 x-4)^{2} \),2240.0
1586,C,\( (3 x-4)^{2} \),
1586,D,\( (3 x+8)^{2} \),
1587,A,\( \frac{1}{2} \),
1587,B,\( \frac{2}{5} \),990.0
1587,C,\( \frac{3}{4} \),2012.0
1587,D,There is no such fraction,990.0
1588,A,![Equilateral triangle](),2355.0
1588,B,![Circle](),2355.0
1588,C,![Square](),2355.0
1588,D,![Trapezium](),
1589,A,\( 0 \),1165.0
1589,B,\( 0.4 \),1379.0
1589,C,\( 0.5 \),
1589,D,\( 0.48 \),1591.0
1590,A,\( 4 \) squares right \( 2 \) squares up,
1590,B,\( 5 \) squares right \( 3 \) squares up,556.0
1590,C,\( 4 \) squares left \( 2 \) squares down,1265.0
1590,D,\( 5 \) squares right \( 2 \) squares up,556.0
1591,A,\( 80 \mathrm{~mm}^{2} \),2450.0
1591,B,\( 300 \mathrm{~mm}^{2} \),71.0
1591,C,\( 40 \mathrm{~mm}^{2} \),
1591,D,\( 150 \mathrm{~mm}^{2} \),71.0
1592,A,\( \frac{27}{100} \),
1592,B,\( \frac{27}{73} \),2190.0
1592,C,\( 27 \),659.0
1592,D,\( \frac{73}{100} \),
1593,A,Parallel,
1593,B,A transversal,
1593,C,Skew,680.0
1593,D,Perpendicular,1419.0
1594,A,They are parallel,977.0
1594,B,They are straight,2289.0
1594,C,They are the midpoints,1340.0
1594,D,They are the same length,
1595,A,\( 2 m \),
1595,B,\( 9 \mathrm{~m} \),
