question_id,question_text,construct,subject,correct_option,correct_text,incorrect_option,incorrect_text,has_math_symbols,misconception_id,misconception_desc,subject_cluster,difficulty,misconception_cluster,misconception_clusterId,misconception_merged,misconception_merged_id
1531,"These two shapes are similar (not drawn to scale).
What should replace the star? ![Two scalene triangles. The bigger one has sides 9 cm and 7.5 cm. On the smaller triangle, the side corresponding to the 9 cm is 6 cm, and the side corresponding to the 7.5 cm is marked with a star.]()",Solve length problems involving similar shapes where the missing length is the shorter one,Length Scale Factors in Similar Shapes,B,\( 5 \mathrm{~cm} \),D,"6127    Not enough information
Name: AnswerText, dtype: object",False,2555,Does not understand how to find a scale factor,Geometry & Shapes,Medium,Simplification & Conversion Errors,9,Data_Conversions,5
1532,"This is how Ron calculates the answer to \( 46+28 \) mentally ![Cartoon picture of a boy's head with 2 thought bubbles:
First thought bubble says: ""46+20 is equal to 66""
Second thought bubble says: ""Then I am going to add on the 8.  66+8=74""]() Ron uses the same method to calculate \( 38+45 \). 
Which of the following shows how he would do this?",Recognise and use efficient strategies for mental addition,Mental Addition and Subtraction,B,\( \begin{array}{c}30+40=70 \\ 8+5=13 \\ 70+13=83\end{array} \),A,"6128    \( \begin{array}{c}38+5=43 \\ 43+40=83\end{arr...
Name: AnswerText, dtype: object",True,2438,Does not copy a given method accurately,Core Mathematical Fundamentals,Hard,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1532,"This is how Ron calculates the answer to \( 46+28 \) mentally ![Cartoon picture of a boy's head with 2 thought bubbles:
First thought bubble says: ""46+20 is equal to 66""
Second thought bubble says: ""Then I am going to add on the 8.  66+8=74""]() Ron uses the same method to calculate \( 38+45 \). 
Which of the following shows how he would do this?",Recognise and use efficient strategies for mental addition,Mental Addition and Subtraction,B,\( \begin{array}{c}30+40=70 \\ 8+5=13 \\ 70+13=83\end{array} \),C,"6130    \( \begin{array}{c}38+40=78 \\ 78+5=83\end{arr...
Name: AnswerText, dtype: object",True,2438,Does not copy a given method accurately,Core Mathematical Fundamentals,Hard,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1532,"This is how Ron calculates the answer to \( 46+28 \) mentally ![Cartoon picture of a boy's head with 2 thought bubbles:
First thought bubble says: ""46+20 is equal to 66""
Second thought bubble says: ""Then I am going to add on the 8.  66+8=74""]() Ron uses the same method to calculate \( 38+45 \). 
Which of the following shows how he would do this?",Recognise and use efficient strategies for mental addition,Mental Addition and Subtraction,B,\( \begin{array}{c}30+40=70 \\ 8+5=13 \\ 70+13=83\end{array} \),D,"6131    \( \begin{array}{c}8+5=13 \\ 30+13=43 \\ 43+40...
Name: AnswerText, dtype: object",True,2438,Does not copy a given method accurately,Core Mathematical Fundamentals,Hard,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1533,"Natalie is working out the distance between these two points. She has worked out the lengths of the triangle.
What is the distance? ![The image is of two points (-7, -3) and (4,2) joined by a sloped straight line, and then a horizontal and vertical line to create a right-angled triangle. The horizontal line is marked 11 and the vertical line is marked 5.]()","Calculate the distance between two coordinates in 2D, where all the values are integers but at least one is negative",Distance Between Two Co-ordinates,A,\( \sqrt{146} \),B,"6133    \( 55 \)
Name: AnswerText, dtype: object",True,1658,Does not link Pythagoras Theorem to finding distance between two points,Core Mathematical Fundamentals,Hard,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1533,"Natalie is working out the distance between these two points. She has worked out the lengths of the triangle.
What is the distance? ![The image is of two points (-7, -3) and (4,2) joined by a sloped straight line, and then a horizontal and vertical line to create a right-angled triangle. The horizontal line is marked 11 and the vertical line is marked 5.]()","Calculate the distance between two coordinates in 2D, where all the values are integers but at least one is negative",Distance Between Two Co-ordinates,A,\( \sqrt{146} \),C,"6134    \( \sqrt{32} \)
Name: AnswerText, dtype: object",True,2316,Mixes up squaring and multiplying by 2 or doubling,Core Mathematical Fundamentals,Hard,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1533,"Natalie is working out the distance between these two points. She has worked out the lengths of the triangle.
What is the distance? ![The image is of two points (-7, -3) and (4,2) joined by a sloped straight line, and then a horizontal and vertical line to create a right-angled triangle. The horizontal line is marked 11 and the vertical line is marked 5.]()","Calculate the distance between two coordinates in 2D, where all the values are integers but at least one is negative",Distance Between Two Co-ordinates,A,\( \sqrt{146} \),D,"6135    \( \sqrt{96} \)
Name: AnswerText, dtype: object",True,2517,Does not rearrange the Pythagoras' Theorem formula accurately,Core Mathematical Fundamentals,Hard,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1534,"When using long-division to solve this problem, what digit should replace the rectangle to give the correct answer (quotient)? ![Division sum written out in Bus Stop format with dividend = 771, divisor = 3, the digits of the quotient are represented by a yellow star, a purple triangle and a blue rectangle.]()",Divide integers of 3 or more digits using long division,Written Division,A,\( 7 \),C,"6138    \( 0 \)
Name: AnswerText, dtype: object",True,339,"When dividing, ignores any remainders",Core Mathematical Fundamentals,Hard,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1535,"An angle measures \( 192^{\degree} \).
This means it is...",Identify reflex angles,"Types, Naming and Estimating",C,Reflex,A,"6140    Acute
Name: AnswerText, dtype: object",True,1202,Does not understand that an acute angle is between 0 and 90 degrees,Core Mathematical Fundamentals,Medium,Simplification & Conversion Errors,9,Data_Conversions,5
1535,"An angle measures \( 192^{\degree} \).
This means it is...",Identify reflex angles,"Types, Naming and Estimating",C,Reflex,B,"6141    Obtuse
Name: AnswerText, dtype: object",True,599,Does not understand that an obtuse angle is between 90 and 180 degrees,Core Mathematical Fundamentals,Medium,Simplification & Conversion Errors,9,Data_Conversions,5
1535,"An angle measures \( 192^{\degree} \).
This means it is...",Identify reflex angles,"Types, Naming and Estimating",C,Reflex,D,"6143    A right angle
Name: AnswerText, dtype: object",True,219,Does not know that a right angle is 90 degrees,Core Mathematical Fundamentals,Medium,Fundamental Arithmetic Misconceptions,5,Fundamental_Arithmetic,1
1536,"What is the mean of the following numbers?

\[
2,2,3,5,8
\]",Calculate the mean as an average from a list of data,"Averages (mean, median, mode) from a List of Data",B,\( 4 \),A,"6144    \( 20 \)
Name: AnswerText, dtype: object",False,631,"When calculating the mean from a list of data, adds up the numbers but does not divide",Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1536,"What is the mean of the following numbers?

\[
2,2,3,5,8
\]",Calculate the mean as an average from a list of data,"Averages (mean, median, mode) from a List of Data",B,\( 4 \),C,"6146    \( 3 \)
Name: AnswerText, dtype: object",False,2457,"When asked for the mean of a list of data, gives the median",Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1536,"What is the mean of the following numbers?

\[
2,2,3,5,8
\]",Calculate the mean as an average from a list of data,"Averages (mean, median, mode) from a List of Data",B,\( 4 \),D,"6147    \( 2 \)
Name: AnswerText, dtype: object",False,377,"When asked for the mean of a list of data, gives the mode",Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1537,"Tom and Katie are discussing how to order decimals
Tom says \( 0.06 \) is greater than \( 0.006 \)
Katie says \( 0.5 \) is greater than \( 0.6087 \)
Who is correct?",Order decimals with a different number of digits,Ordering Decimals,A,Only Tom,B,"6149    Only Katie
Name: AnswerText, dtype: object",False,2237,"Thinks the more digits a number has the greater it is, regardless of place value",Core Mathematical Fundamentals,Medium,Ratio & Proportional Reasoning Errors,0,Fractions_Ratios,2
1537,"Tom and Katie are discussing how to order decimals
Tom says \( 0.06 \) is greater than \( 0.006 \)
Katie says \( 0.5 \) is greater than \( 0.6087 \)
Who is correct?",Order decimals with a different number of digits,Ordering Decimals,A,Only Tom,D,"6151    Neither is correct
Name: AnswerText, dtype: object",False,1365,"When ordering integers, orders from the digits at the end of the number instead of the digits at the start",Core Mathematical Fundamentals,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1538,What is the area of this shape? ![A parallelogram drawn on a square grid in purple with an area of 9 square units. The base is length 3 squares and the perpendicular height is also length 3 squares.](),Calculate the area of a parallelogram where the dimensions are given in the same units,Area of Simple Shapes,C,\( 9 \),A,"6152    \( 12 \)
Name: AnswerText, dtype: object",False,2345,Counts half-squares as full squares when calculating area on a square grid,Geometry & Shapes,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1538,What is the area of this shape? ![A parallelogram drawn on a square grid in purple with an area of 9 square units. The base is length 3 squares and the perpendicular height is also length 3 squares.](),Calculate the area of a parallelogram where the dimensions are given in the same units,Area of Simple Shapes,C,\( 9 \),B,"6153    \( 8 \)
Name: AnswerText, dtype: object",False,584,Underestimates the area of shapes when counting squares when some squares are neither wholes nor halves,Geometry & Shapes,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1538,What is the area of this shape? ![A parallelogram drawn on a square grid in purple with an area of 9 square units. The base is length 3 squares and the perpendicular height is also length 3 squares.](),Calculate the area of a parallelogram where the dimensions are given in the same units,Area of Simple Shapes,C,\( 9 \),D,"6155    \( 6 \)
Name: AnswerText, dtype: object",False,1996,Only includes fully shaded squares when counting area,Geometry & Shapes,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1539,"People from Iceland were asked to pick their favourite from: lamb, fish and hotdog. A pie chart was made and \( 90 \) degrees represented fish.
What does this mean?",Interpret a pie chart,Pie Chart,B,\( 25 \% \) of the people picked fish as their favourite food,A,"6156    Fish are the least preferred food from the list
Name: AnswerText, dtype: object",False,603,Believes you can make assumptions about size of pie chart sectors without enough information,Core Mathematical Fundamentals,Easy,Negative Numbers & Inequalities,4,Algebra_Advanced_Math,3
1539,"People from Iceland were asked to pick their favourite from: lamb, fish and hotdog. A pie chart was made and \( 90 \) degrees represented fish.
What does this mean?",Interpret a pie chart,Pie Chart,B,\( 25 \% \) of the people picked fish as their favourite food,C,"6158    Lamb is the most preferred food from the list
Name: AnswerText, dtype: object",False,603,Believes you can make assumptions about size of pie chart sectors without enough information,Core Mathematical Fundamentals,Easy,Negative Numbers & Inequalities,4,Algebra_Advanced_Math,3
1539,"People from Iceland were asked to pick their favourite from: lamb, fish and hotdog. A pie chart was made and \( 90 \) degrees represented fish.
What does this mean?",Interpret a pie chart,Pie Chart,B,\( 25 \% \) of the people picked fish as their favourite food,D,"6159    \( 90 \% \) of the people prefer fish
Name: AnswerText, dtype: object",False,248,Believes a pie chart makes 360% not 360 degrees,Core Mathematical Fundamentals,Easy,Negative Numbers & Inequalities,4,Algebra_Advanced_Math,3
1540,"This is part of a table of values for
\[y=x^{2} -2 x+1\] \begin{tabular}{|c|c|}
\hline\( x \) & \( -1 \) \\
\hline\( y \) & \(\bigstar\) \\
\hline
\end{tabular} What should replace the star?","Given a negative x value, find the corresponding y value for curves in the form y = x² + bx + c",Plotting Quadratics from Tables of Values,B,\( 4 \),A,"6160    \( -2 \)
Name: AnswerText, dtype: object",True,1597,Believes multiplying two negatives gives a negative answer,Core Mathematical Fundamentals,Hard,Decimal Operations & Place Value,6,Fundamental_Arithmetic,1
1540,"This is part of a table of values for
\[y=x^{2} -2 x+1\] \begin{tabular}{|c|c|}
\hline\( x \) & \( -1 \) \\
\hline\( y \) & \(\bigstar\) \\
\hline
\end{tabular} What should replace the star?","Given a negative x value, find the corresponding y value for curves in the form y = x² + bx + c",Plotting Quadratics from Tables of Values,B,\( 4 \),C,"6162    \( 2 \)
Name: AnswerText, dtype: object",True,82,Believes the square of a negative will also be negative,Core Mathematical Fundamentals,Hard,Decimal Operations & Place Value,6,Fundamental_Arithmetic,1
1541,"One of these quadratic equations will give exactly one solution.
Which one?",Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,Quadratic Equations,B,\( \frac{-3 \pm \sqrt{0}}{5} \),A,"6164    \( \frac{-3 \pm \sqrt{11}}{5} \)
Name: AnswerText, dtype: object",False,2577,Does not think a square root can be negative,Core Mathematical Fundamentals,Easy,Decimal Operations & Place Value,6,Fundamental_Arithmetic,1
1541,"One of these quadratic equations will give exactly one solution.
Which one?",Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,Quadratic Equations,B,\( \frac{-3 \pm \sqrt{0}}{5} \),C,"6166    \( \frac{-3 \pm \sqrt{-16}}{5} \)
Name: AnswerText, dtype: object",False,1487,Believes you can square root a negative number,Core Mathematical Fundamentals,Easy,Decimal Operations & Place Value,6,Fundamental_Arithmetic,1
1541,"One of these quadratic equations will give exactly one solution.
Which one?",Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,Quadratic Equations,B,\( \frac{-3 \pm \sqrt{0}}{5} \),D,"6167    \( \frac{-3 \pm \sqrt{16}}{-5} \)
Name: AnswerText, dtype: object",False,2577,Does not think a square root can be negative,Core Mathematical Fundamentals,Easy,Decimal Operations & Place Value,6,Fundamental_Arithmetic,1
1542,To calculate \( 47^{2} \) you need to do...,Understand the notation for powers,"Squares, Cubes, etc",B,\( 47 \times 47 \),A,"6168    \( 47 \div 2 \)
Name: AnswerText, dtype: object",True,960,Divides by the index,Core Mathematical Fundamentals,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1542,To calculate \( 47^{2} \) you need to do...,Understand the notation for powers,"Squares, Cubes, etc",B,\( 47 \times 47 \),C,"6170    \( 47+2 \)
Name: AnswerText, dtype: object",True,952,Adds the index to the number,Core Mathematical Fundamentals,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1542,To calculate \( 47^{2} \) you need to do...,Understand the notation for powers,"Squares, Cubes, etc",B,\( 47 \times 47 \),D,"6171    \( 47 \times 2 \)
Name: AnswerText, dtype: object",True,1072,Multiplies by the index,Core Mathematical Fundamentals,Medium,Core Mathematical Knowledge Gaps,12,Fundamental_Arithmetic,1
1543,What is the perimeter of this composite shape made from rectangles? ![A composite shape made from three rectangles that form upside down step structure.  The base of the shape is horizontal and is 12m long. The vertical height of the whole shape is 27m. The horizontal width of the top part of the shape is 32m. The horizontal width of the top step is 15m. The vertical height of the top rectangle is 9m. The vertical height of the bottom rectangle is 10m. ](),Calculate the perimeter of a rectilinear shape by adding lengths expressed in the same units,Compound Area,A,\( 118 \mathrm{~m} \),B,"6173    \( 121 \mathrm{~m} \)
Name: AnswerText, dtype: object",False,1527,Does not know how to find missing lengths in a composite shape,Core Mathematical Fundamentals,Hard,Fundamental Arithmetic Misconceptions,5,Fundamental_Arithmetic,1
1543,What is the perimeter of this composite shape made from rectangles? ![A composite shape made from three rectangles that form upside down step structure.  The base of the shape is horizontal and is 12m long. The vertical height of the whole shape is 27m. The horizontal width of the top part of the shape is 32m. The horizontal width of the top step is 15m. The vertical height of the top rectangle is 9m. The vertical height of the bottom rectangle is 10m. ](),Calculate the perimeter of a rectilinear shape by adding lengths expressed in the same units,Compound Area,A,\( 118 \mathrm{~m} \),C,"6174    \( 130 \mathrm{~m} \)
Name: AnswerText, dtype: object",False,1527,Does not know how to find missing lengths in a composite shape,Core Mathematical Fundamentals,Hard,Fundamental Arithmetic Misconceptions,5,Fundamental_Arithmetic,1
1543,What is the perimeter of this composite shape made from rectangles? ![A composite shape made from three rectangles that form upside down step structure.  The base of the shape is horizontal and is 12m long. The vertical height of the whole shape is 27m. The horizontal width of the top part of the shape is 32m. The horizontal width of the top step is 15m. The vertical height of the top rectangle is 9m. The vertical height of the bottom rectangle is 10m. ](),Calculate the perimeter of a rectilinear shape by adding lengths expressed in the same units,Compound Area,A,\( 118 \mathrm{~m} \),D,"6175    \( 105 \mathrm{~m} \)
Name: AnswerText, dtype: object",False,1706,"When calculating perimeter, only adds the marked lengths",Core Mathematical Fundamentals,Hard,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1544,"Kate and Isaac share some sweets in the ratio \( 3: 2 \)

Kate receives \( 60 \) sweets.

How many sweets does Isaac receive?","Given information about one part, work out other parts",Sharing in a Ratio,C,\( 40 \),A,"6176    \( 20 \)
Name: AnswerText, dtype: object",False,1659,Finds one part of a ratio but doesn't multiply that by the number of parts needed,Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1544,"Kate and Isaac share some sweets in the ratio \( 3: 2 \)

Kate receives \( 60 \) sweets.

How many sweets does Isaac receive?","Given information about one part, work out other parts",Sharing in a Ratio,C,\( 40 \),B,"6177    \( 24 \)
Name: AnswerText, dtype: object",False,624,"In ratio question where one side of ratio is given, treats that as the total",Core Mathematical Fundamentals,Easy,Core Mathematical Knowledge Gaps,12,Fundamental_Arithmetic,1
1545,"\[
8+12 \div 4 \square(8+12) \div 4
\]
Which symbol belongs in the box?","Carry out, interpret and represent subtraction using the part-whole model",BIDMAS,A,\( > \),B,"6181    \( < \)
Name: AnswerText, dtype: object",True,1880,Mixes up greater than and less than symbols,Core Mathematical Fundamentals,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1545,"\[
8+12 \div 4 \square(8+12) \div 4
\]
Which symbol belongs in the box?","Carry out, interpret and represent subtraction using the part-whole model",BIDMAS,A,\( > \),C,"6182    \( = \)
Name: AnswerText, dtype: object",True,1507,Carries out operations from left to right regardless of priority order,Core Mathematical Fundamentals,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1545,"\[
8+12 \div 4 \square(8+12) \div 4
\]
Which symbol belongs in the box?","Carry out, interpret and represent subtraction using the part-whole model",BIDMAS,A,\( > \),D,"6183    \( \geq \)
Name: AnswerText, dtype: object",True,1828,Does not understand inequality notation,Core Mathematical Fundamentals,Medium,Simplification & Conversion Errors,9,Data_Conversions,5
1546,What is value of the shaded angle in this diagram? ![[not to scale]](),Find missing angles in an isosceles triangle,Angles in Triangles,D,\( 110^{\circ} \),A,"6184    \( 80^{\circ} \)
Name: AnswerText, dtype: object",False,154,Assumes an angle has been split into equal parts,Geometry & Shapes,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1546,What is value of the shaded angle in this diagram? ![[not to scale]](),Find missing angles in an isosceles triangle,Angles in Triangles,D,\( 110^{\circ} \),B,"6185    \( 140^{\circ} \)
Name: AnswerText, dtype: object",False,154,Assumes an angle has been split into equal parts,Geometry & Shapes,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1547,"Which of the following means the same as
\(a^{2} b\)",Describe the meaning algebraic terms with powers,Writing Expressions,D,\( a \times a \times b \),B,"6189    \( 2 \times a \times b \)
Name: AnswerText, dtype: object",True,2316,Mixes up squaring and multiplying by 2 or doubling,Core Mathematical Fundamentals,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1547,"Which of the following means the same as
\(a^{2} b\)",Describe the meaning algebraic terms with powers,Writing Expressions,D,\( a \times a \times b \),C,"6190    \( a \times b \times a \times b \)
Name: AnswerText, dtype: object",True,452,"When a variable in an expression has a power, thinks the power applies to the whole expression",Core Mathematical Fundamentals,Medium,Ratio & Proportional Reasoning Errors,0,Fractions_Ratios,2
1548,Which diagram represents the largest fraction?,Order fractions whose denominators are not multiples of the same number ,Ordering Fractions,D,"![A rectangle divided horizontally into 3 smaller rectangles that are identical to each other in size and shape. The top 2 rectangles, of the 3, are shaded orange, the other is white.]()",B,"6193    ![A rectangle divided horizontally into 3 smal...
Name: AnswerText, dtype: object",False,1376,Thinks that a larger shaded area represents a larger fraction,"Fractions, Decimals & Conversions",Easy,Ratio & Proportional Reasoning Errors,0,Fractions_Ratios,2
1548,Which diagram represents the largest fraction?,Order fractions whose denominators are not multiples of the same number ,Ordering Fractions,D,"![A rectangle divided horizontally into 3 smaller rectangles that are identical to each other in size and shape. The top 2 rectangles, of the 3, are shaded orange, the other is white.]()",C,"6194    ![A rectangle divided into a grid of 30 smalle...
Name: AnswerText, dtype: object",False,1212,Thinks a greater number of shaded parts represents a greater fraction,"Fractions, Decimals & Conversions",Easy,Ratio & Proportional Reasoning Errors,0,Fractions_Ratios,2
1549,"Jo and Paul are discussing how to estimate the answer to
\[
188.945 \div 15.3382
\]

Jo says \( 200 \div 15.3382 \) would give an overestimate.

Paul says \( 188.945 \div 15 \) would give an overestimate.

Who is correct?",Identify when rounding a calculation will give an over or under approximation,Estimation,C,Both Jo and Paul,A,"6196    Only Jo
Name: AnswerText, dtype: object",False,152,"Believes that the smaller a divisor is, the smaller the answer will be",Core Mathematical Fundamentals,Medium,Decimal Operations & Place Value,6,Fundamental_Arithmetic,1
1549,"Jo and Paul are discussing how to estimate the answer to
\[
188.945 \div 15.3382
\]

Jo says \( 200 \div 15.3382 \) would give an overestimate.

Paul says \( 188.945 \div 15 \) would give an overestimate.

Who is correct?",Identify when rounding a calculation will give an over or under approximation,Estimation,C,Both Jo and Paul,B,"6197    Only Paul
Name: AnswerText, dtype: object",False,2461,"Believes that the larger the dividend, the smaller the answer.",Core Mathematical Fundamentals,Medium,Decimal Operations & Place Value,6,Fundamental_Arithmetic,1
1550,"Tom and Katie are arguing about \( 4^{2} \times 2^{2} \)
Tom says \( 4^{2} \times 2^{2}=64 \)
Katie says \( 4^{2} \times 2^{2}=8^{4} \)
Who is correct?",Multiplication law of indices with positive integer powers and a different base number,"Squares, Cubes, etc",A,Only Tom,C,"6202    Both Tom and Katie
Name: AnswerText, dtype: object",True,2084,"When multiplying numbers with different bases, multiplies the powers and multiplies the base numbers.",Core Mathematical Fundamentals,Hard,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1551,"A quick way to change approximately from miles to kilometers is to divide the number of miles by \( 3 \) and then multiply by \( 5 \).
Using this method, how many kilometres are equal to \( 15 \) miles?",Substitute into simple formulae given in words,Substitution into Formula,A,\( 25 \),C,"6206    \( 17 \)
Name: AnswerText, dtype: object",False,2273,Subtracts instead of divides,Core Mathematical Fundamentals,Medium,Core Mathematical Knowledge Gaps,12,Fundamental_Arithmetic,1
1551,"A quick way to change approximately from miles to kilometers is to divide the number of miles by \( 3 \) and then multiply by \( 5 \).
Using this method, how many kilometres are equal to \( 15 \) miles?",Substitute into simple formulae given in words,Substitution into Formula,A,\( 25 \),D,"6207    \( 15 \)
Name: AnswerText, dtype: object",False,643,Think 1km = 1 mile,Core Mathematical Fundamentals,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1552,"Tom and Katie are discussing standard form.

Tom says \( 9.3 \times 10^{5}>2.3 \times 10^{6} \)

Katie says \( 9.3 \times 10^{-5}>2.3 \times 10^{-6} \)

Who is correct?",Order numbers in standard form that are between 0 and 1 ,Standard Form,B,Only Katie,C,"6210    Both Tom and Katie
Name: AnswerText, dtype: object",True,1124,When ordering numbers in standard form just looks at the decimal without multiplying by a power of 10,Core Mathematical Fundamentals,Hard,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1553,"This is an isosceles triangle.
Calculate the size of angle \( p \). ![An isosceles triangle with one angle labelled 56 degrees and one angle labelled p [not to scale]]()",Find missing angles in an isosceles triangle,Angles in Triangles,D,Not enough information,A,"6212    \( 56^{\circ} \)
Name: AnswerText, dtype: object",False,97,Believes there is only one orientation for the isosceles triangle base angles,Geometry & Shapes,Easy,Negative Numbers & Inequalities,4,Algebra_Advanced_Math,3
1553,"This is an isosceles triangle.
Calculate the size of angle \( p \). ![An isosceles triangle with one angle labelled 56 degrees and one angle labelled p [not to scale]]()",Find missing angles in an isosceles triangle,Angles in Triangles,D,Not enough information,B,"6213    \( 68^{\circ} \)
Name: AnswerText, dtype: object",False,97,Believes there is only one orientation for the isosceles triangle base angles,Geometry & Shapes,Easy,Negative Numbers & Inequalities,4,Algebra_Advanced_Math,3
1553,"This is an isosceles triangle.
Calculate the size of angle \( p \). ![An isosceles triangle with one angle labelled 56 degrees and one angle labelled p [not to scale]]()",Find missing angles in an isosceles triangle,Angles in Triangles,D,Not enough information,C,"6214    \( 124^{\circ} \)
Name: AnswerText, dtype: object",False,793,Forgets to subtract sum of angles we know from 180 to find missing angle in a triangle,Geometry & Shapes,Easy,Fundamental Arithmetic Misconceptions,5,Fundamental_Arithmetic,1
1554,"Complete this statement:
\( 5 \) litres \( = \) ________\( \mathrm{cm}^{3} \)",Convert between l and  cm³,Volume and Capacity Units,C,\( 5000 \),A,"6216    \( 5 \)
Name: AnswerText, dtype: object",True,273,Thinks 1l = 1 cubic centimetre,"Fractions, Decimals & Conversions",Medium,Ratio & Proportional Reasoning Errors,0,Fractions_Ratios,2
1554,"Complete this statement:
\( 5 \) litres \( = \) ________\( \mathrm{cm}^{3} \)",Convert between l and  cm³,Volume and Capacity Units,C,\( 5000 \),B,"6217    \( 500 \)
Name: AnswerText, dtype: object",True,474,Thinks 1l = 100 cubic centimetres,"Fractions, Decimals & Conversions",Medium,Ratio & Proportional Reasoning Errors,0,Fractions_Ratios,2
1554,"Complete this statement:
\( 5 \) litres \( = \) ________\( \mathrm{cm}^{3} \)",Convert between l and  cm³,Volume and Capacity Units,C,\( 5000 \),D,"6219    \( 50 \)
Name: AnswerText, dtype: object",True,1863,Thinks 1l = 10 cubic centimetres,"Fractions, Decimals & Conversions",Medium,Ratio & Proportional Reasoning Errors,0,Fractions_Ratios,2
1555,"Tom and Katie want to share £2 between \( 4 \) people.
Tom says you would calculate the amount each person gets by doing \( 4 \div 2 \)
Katie says you would calculate the amount each person gets by doing \( 2 \div 4 \)
Who do you agree with?",Understand the non-commutativity of division,Mental Multiplication and Division,B,Only Katie,A,"6220    Only Tom
Name: AnswerText, dtype: object",False,2359,Believes division is commutative ,Core Mathematical Fundamentals,Medium,Negative Numbers & Inequalities,4,Algebra_Advanced_Math,3
1555,"Tom and Katie want to share £2 between \( 4 \) people.
Tom says you would calculate the amount each person gets by doing \( 4 \div 2 \)
Katie says you would calculate the amount each person gets by doing \( 2 \div 4 \)
Who do you agree with?",Understand the non-commutativity of division,Mental Multiplication and Division,B,Only Katie,C,"6222    Both of them
Name: AnswerText, dtype: object",False,2359,Believes division is commutative ,Core Mathematical Fundamentals,Medium,Negative Numbers & Inequalities,4,Algebra_Advanced_Math,3
1556,"What is the area of the shaded section of this composite shape made from rectangles? ![A composite shape that makes a backwards ""L"" shape from 2 rectangles.  The base of the shape is horizontal and is 11cm long. The vertical height of the whole shape is 12cm. The horizontal width of the top part of the shape is 5cm. The vertical height of the bottom rectangle is labelled 4cm. The left handed rectangle is shaded blue.]()","Calculate missing lengths of shapes by geometrical inference, where the lengths given are in the same units",Compound Area,D,\( 24 \mathrm{~cm}^{2} \),A,"6224    \( 44 \mathrm{~cm}^{2} \)
Name: AnswerText, dtype: object",False,1148,Uses an incorrect side length when splitting a composite shape into parts,Core Mathematical Fundamentals,Hard,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
1556,"What is the area of the shaded section of this composite shape made from rectangles? ![A composite shape that makes a backwards ""L"" shape from 2 rectangles.  The base of the shape is horizontal and is 11cm long. The vertical height of the whole shape is 12cm. The horizontal width of the top part of the shape is 5cm. The vertical height of the bottom rectangle is labelled 4cm. The left handed rectangle is shaded blue.]()","Calculate missing lengths of shapes by geometrical inference, where the lengths given are in the same units",Compound Area,D,\( 24 \mathrm{~cm}^{2} \),B,"6225    \( 22 \mathrm{~cm}^{2} \)
Name: AnswerText, dtype: object",False,1148,Uses an incorrect side length when splitting a composite shape into parts,Core Mathematical Fundamentals,Hard,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
