QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,Construct_Subject
1372,575,Calculate percentage of an amount mentally where the percent is a multiple of 10,233,Percentages of an Amount,B,What is \( 80 \% \) of \( 300 \) ?,Calculate percentage of an amount mentally where the percent is a multiple of 10_Percentages of an Amount
1373,1403,Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression,50,Expanding Single Brackets,D,Multiply out the brackets: \( -3(m-2) \),Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression_Expanding Single Brackets
1374,1439,Complete the square for expressions that end up in the form (x + a)² + b,256,Completing the Square,D,"\[
x^{2}-5 x+8 \equiv(x-b)^{2}+1.75
\]
What is the value of \( b \) ?",Complete the square for expressions that end up in the form (x + a)² + b_Completing the Square
1375,216,Round decimals to the nearest whole number,216,Estimation,C,"Jane measures the length and width of her rectangular classroom as \( 9.1 \mathrm{~m} \) and \( 11.7 \mathrm{~m} \).
Which calculation will give the best estimate of the area?",Round decimals to the nearest whole number_Estimation
1376,572,Identify percentages of a shape where the percent is a multiple of 10,225,Fractions of an Amount,B,What percentage of this shape is shaded? ![A bar split into 5 equal parts. 3 parts are shaded.](),Identify percentages of a shape where the percent is a multiple of 10_Fractions of an Amount
1377,703,Express pictorial representations of objects as a ratio,334,Writing Ratios,C,What is the ratio of rectangles to circles? ![A diagram showing 5 blue rectangles and 4 red circles](),Express pictorial representations of objects as a ratio_Writing Ratios
1378,3032,Understand inequality notation,165,Inequalities on Number Lines,A,Which of these statements show that \( \mathrm{j} \) is smaller than \( 5 \) ?,Understand inequality notation_Inequalities on Number Lines
1379,3395,Substitute positive non-integer values into formulae involving powers or roots,67,Substitution into Formula,D,"Calculate the time taken \( (t) \) for a a particle to travel with acceleration \( (a)=4.1 \mathrm{~ms}^{-2} \), initial velocity \( (u)=2.8 \mathrm{~ms}^{-1} \) and final velocity \( (v)=8.7 \mathrm{~ms}^{-1} \) \( t=\frac{1}{a}(v-u) \)",Substitute positive non-integer values into formulae involving powers or roots_Substitution into Formula
1380,2355,Recognise perpendicular lines,262,Parallel Lines,A,"![An image of 8 line segments on a square grid. AB is a vertical line measuring 4 units. CD is a diagonal line, with a positive gradient of 1.5. EF is a vertical line measuring 3 units. GH is a diagonal line with a negative gradient of -4/6. IJ is a diagonal line with a negative gradient of -3. KL is a diagonal line with a positive gradient of 1/3. MN is a vertical line measuring 6 units. OP is a diagonal line with a positive gradient of 6/4.]() Which line segment is perpendicular to IJ?",Recognise perpendicular lines_Parallel Lines
1381,2723,Substitute numbers into a SUVAT equation to work out distance,67,Substitution into Formula,D,"\( s=u t+\frac{1}{2} a t^{2} \) What is the value of \( S \) when
\[\begin{array}{l} a=4 \\ u=3 \\ t=5\end{array}\]",Substitute numbers into a SUVAT equation to work out distance_Substitution into Formula
1382,435,Subtract proper fractions with different denominators which do not share a common factor,230,Adding and Subtracting Fractions,C,Work out: \( \frac{5}{7}-\frac{1}{4} \) Give your answer in the simplest form.,Subtract proper fractions with different denominators which do not share a common factor_Adding and Subtracting Fractions
1383,3391,Substitute negative integer values into formulae involving powers or roots,67,Substitution into Formula,A,"\(
T=k^{4}
\)

What is the value of \( T \) when \( k=-3 \) ?",Substitute negative integer values into formulae involving powers or roots_Substitution into Formula
1384,1437,Factorise a quadratic expression in the form x² - c,254,Difference of Two Squares,A,Which of the following answers shows a correct factorisation of the expression below? \( x^{2}-9 \),Factorise a quadratic expression in the form x² - c_Difference of Two Squares
1385,427,Add proper fractions with different denominators which do not share a common factor,230,Adding and Subtracting Fractions,C,\( \frac{1}{3}+\frac{1}{4}+\frac{2}{3}+\frac{3}{4}= \),Add proper fractions with different denominators which do not share a common factor_Adding and Subtracting Fractions
1386,1615,Add algebraic fractions with the same denominator,1078,Adding and Subtracting Algebraic Fractions,B,"Write this as a single fraction as simply as possible
\(
\frac{2}{x}+\frac{3}{x}
\)",Add algebraic fractions with the same denominator_Adding and Subtracting Algebraic Fractions
1387,3129,Find the reciprocal of an integer,247,Laws of Indices,B,What is the reciprocal of \( 7 \) ?,Find the reciprocal of an integer_Laws of Indices
1388,989,Identify the line of symmetry of curves in the form (x + a)(x + b),1171,Quadratic Graphs-Others,D,This is the graph of \( y=(x+4)(x-2) \) ![\( W \)]() What is the equation of the line of symmetry?,Identify the line of symmetry of curves in the form (x + a)(x + b)_Quadratic Graphs-Others
1389,1614,Simplify an algebraic fraction by factorising both the numerator and denominator,1077,Simplifying Algebraic Fractions,A,Write the following as simply as possible: \( \frac{6 p-9}{6 p-3} \),Simplify an algebraic fraction by factorising both the numerator and denominator_Simplifying Algebraic Fractions
1390,457,Answer fraction problems that require the use of BIDMAS,33,BIDMAS,A,\( \frac{1}{3}+\frac{1}{2} \times \frac{1}{3}= \),Answer fraction problems that require the use of BIDMAS_BIDMAS
1391,3163,Solve quadratic equations using factorisation in the form x(x + b) ,65,Quadratic Equations,D,"Solve this equation, giving all solutions:
\(
k^{2}-8 k=0
\)",Solve quadratic equations using factorisation in the form x(x + b) _Quadratic Equations
1392,2867,"Given the sector angle on a pie chart, calculate the frequency of a group",109,Pie Chart,B,"The pie chart shows the favourite subjects of children at a school.

If \( 18 \) students chose Science, how many chose French? ![A pie chart split into four parts, labelled with school subjects. The part for Mathematics is 144 degrees, Science is 36 degrees, English is 72 degrees and French is 108 degrees.]()","Given the sector angle on a pie chart, calculate the frequency of a group_Pie Chart"
1393,465,Perform subtraction calculations using standard form,47,Standard Form,C,\( \left(3 \times 10^{4}\right)-\left(2 \times 10^{5}\right)= \),Perform subtraction calculations using standard form_Standard Form
1394,2451,Identify the net of a prism,85,Nets,B,This is the net of a... ![An image of six connected rectangles. The six rectangles are 3 lots of identical rectangle pairs. There is a central rectangle with identical rectangles attached to the left and right of it. It then has identical rectangles attached to its top and bottom sides. Below the rectangle attached to the bottom side is another attached rectangle which is identical to the central rectangle.](),Identify the net of a prism_Nets
1395,954,Identify parallel lines written in the form y = mx + c,262,Parallel Lines,B,"Tom and Katie are arguing about parallel lines. 
Tom says \( \boldsymbol{y}=\mathbf{5} \boldsymbol{x}+\mathbf{7} \) and \( \boldsymbol{y}=\mathbf{3 x + 7} \) are parallel. 
Katie says \( \boldsymbol{y}=\mathbf{5} \boldsymbol{x}+\mathbf{7} \) and \( \boldsymbol{y}=\mathbf{5} \boldsymbol{x}-\mathbf{2 2} \) are parallel. 
Who is correct?",Identify parallel lines written in the form y = mx + c_Parallel Lines
1396,371,Convert fractions to two digit integer percentages,238,Converting between Fractions and Percentages,C,"Complete the missing blank as a percentage:
\(
0.4=\frac{2}{5}< \_\_\_\_
\)",Convert fractions to two digit integer percentages_Converting between Fractions and Percentages
1397,311,Multiply a decimal by an integer,224,Multiplying and Dividing with Decimals,A,\( 0.4 \times 5= \),Multiply a decimal by an integer_Multiplying and Dividing with Decimals
1398,3183,Recognise a reciprocal graph from its shape,57,Cubics and Reciprocals,B,Which of the following is most likely to be the graph of a reciprocal function?,Recognise a reciprocal graph from its shape_Cubics and Reciprocals
1399,1740,Recognise the angles around a point relationship,181,"Basic Angle Facts (straight line, opposite, around a point, etc)",D,What is the relationship between these two angles? ![\( \theta \)](),"Recognise the angles around a point relationship_Basic Angle Facts (straight line, opposite, around a point, etc)"
1400,415,Order fractions whose denominators are not multiples of the same number ,228,Ordering Fractions,C,Which of the following fractions would lie between \( \frac{1}{5} \) and \( \frac{1}{4} \) on a number line?,Order fractions whose denominators are not multiples of the same number _Ordering Fractions
1401,3132,Write algebraic expressions with correct algebraic convention,33,BIDMAS,A,"\( a, b \) and \( c \) are different numbers
\(
\frac{a+b}{c}=(a+b) \div c
\)
Is the above relationship...",Write algebraic expressions with correct algebraic convention_BIDMAS
1402,1269,Describe the meaning algebraic terms with no powers,70,Writing Expressions,A,"Which statement correctly describes the following algebraic expression?
\(
3+a b
\)",Describe the meaning algebraic terms with no powers_Writing Expressions
1403,2585,"Given the area of a trapezium, calculate a missing dimension",75,Area of Simple Shapes,D,"The area of this trapezium is \( 45 \mathrm{~cm}^{2} \). What would the perpendicular height, \( h \), of the trapezium be? ![A trapezium with the parallel sides a and b labelled as 10cm and 5cm and the perpendicular height labelled with h]()","Given the area of a trapezium, calculate a missing dimension_Area of Simple Shapes"
1404,474,Calculate the cube of a number,245,"Squares, Cubes, etc",C,\( 3^{3}=? \),"Calculate the cube of a number_Squares, Cubes, etc"
1405,921,Recognise the equations of vertical lines from a diagram,258,Horizontal and Vertical Lines,C,"What is the equation of this line? ![A graph showing a vertical line going through a number on the x axis. The number is one box to the right of -10, where there are 5 boxes between 0 and -10.]()",Recognise the equations of vertical lines from a diagram_Horizontal and Vertical Lines
1406,1410,Expand two brackets with linear terms in the form (ax + b)(cx + d),51,Expanding Double Brackets,D,"Molly is expanding these two brackets.

What should she get when she multiplies the two terms indicated by the arrows? ![The brackets shown are (2p-1)(3p-4). The arrows are pointing at the 2p in the first bracket and the -4 in the second bracket.]()",Expand two brackets with linear terms in the form (ax + b)(cx + d)_Expanding Double Brackets
1407,321,Divide two decimals with the same number of decimal places,224,Multiplying and Dividing with Decimals,C,\( 0.4 \div 0.6= \),Divide two decimals with the same number of decimal places_Multiplying and Dividing with Decimals
1408,703,Express pictorial representations of objects as a ratio,334,Writing Ratios,C,![A group of six squares and three circles]() What is the ratio of squares to circles?,Express pictorial representations of objects as a ratio_Writing Ratios
1409,3318,Understand the relationship between parts of a ratio,334,Writing Ratios,A,"Kate and Isaac share some biscuits in the ratio \( 1: 4 \). Isaac has  \( _____ \) times as many biscuits as Kate.
What number completes the sentence?",Understand the relationship between parts of a ratio_Writing Ratios
1410,2765,Solve missing number problems involving the median,102,"Averages (mean, median, mode) from a List of Data",A,"The median of these four numbers is \( 5 \).
\(
\begin{array}{cccc}
3&12&1&?
\end{array}
\)
Find the value of the missing number.","Solve missing number problems involving the median_Averages (mean, median, mode) from a List of Data"
1411,1137,Use a linear sequence expressed as a pattern to make a prediction about another term in the sequence other than the next one,1173,Sequences-Others,C,"What is the \( 6 \) th pattern in this sequence? ![Three consecutive patterns in a sequence. The first pattern is one orange square. The second pattern is 3 orange squares arranged in an incomplete 2 by 2 square shape with the top left orange square missing. The third pattern is 5 orange squares arranged as an incomplete rectangle with base 3 and height 2, with the top left orange square missing.]()",Use a linear sequence expressed as a pattern to make a prediction about another term in the sequence other than the next one_Sequences-Others
1412,364,Convert fractions less than 1 to terminating decimals of 3 or more decimal places,237,Converting between Fractions and Decimals,D,Convert \( \frac{97}{250} \) into a decimal,Convert fractions less than 1 to terminating decimals of 3 or more decimal places_Converting between Fractions and Decimals
1413,2600,"Calculate compound area involving just rectangles and squares, where the dimensions are given in the same units",179,Compound Area,C,"What is the area of the shaded section of this composite shape made from rectangles? ![A composite shape made from two rectangles that form an ""L"" shape.  The base of the shape is horizontal and is 13cm long. The vertical height of the whole shape is 14cm. The horizontal width of the top part of the shape is 6cm. The vertical height of the top rectangle is 8cm. The top rectangle is shaded red.]()","Calculate compound area involving just rectangles and squares, where the dimensions are given in the same units_Compound Area"
1414,3207,"Understand the terms equilateral and regular, and recognise the notation for regular polygons",1213,2D Names and Properties of Shapes-Others,D,"Tom and Katie are discussing regular polygons.
Tom says if all the angles are Katie says if all the sides are equal equal then the polygon must be length then the polygon must be regular regular
Who is correct?","Understand the terms equilateral and regular, and recognise the notation for regular polygons_2D Names and Properties of Shapes-Others"
1415,373,Convert fractions to percentages containing 1 decimal place,238,Converting between Fractions and Percentages,C,What is \( \frac{17}{40} \) written as a percentage?,Convert fractions to percentages containing 1 decimal place_Converting between Fractions and Percentages
1416,2861,Construct a pictogram involving fractions of symbols,108,Pictogram,C,"This pictogram shows the different types of music Bob has in his music collection.
Bob has \( 2 \) rave CDs.

How would he display this on the pictogram? ![A pictogram showing the number of CDs Bob has in his musical collection. Pop has 3 and a half symbols, rock has 2 symbols, blues has 2 and a quarter symbols, jazz has 3 and a quarter symbols and classical has 1 and three-quarter symbols. Each symbol represents 4 CDs.]()",Construct a pictogram involving fractions of symbols_Pictogram
1417,2728,Given a situation sketch an appropriate speed-time graph,58,Real Life Graphs,B,"Sunita accelerates quickly, then travels at a constant speed, then slowly comes to rest. Which of the following velocity \( (v) \) time \( (t) \) graphs is most likely to illustrate Sunita's journey?",Given a situation sketch an appropriate speed-time graph_Real Life Graphs
1418,399,Identify non-unit fractions when part of a shape,229,Converting Mixed Number and Improper Fractions,B,"What mixed number fraction is represented below? ![Four bars, each split into six equal parts. In three of the shapes, all six parts are shaded. In the fourth shape, five out of six parts are shaded.]()",Identify non-unit fractions when part of a shape_Converting Mixed Number and Improper Fractions
1419,1137,Use a linear sequence expressed as a pattern to make a prediction about another term in the sequence other than the next one,1173,Sequences-Others,D,"What is the 7th pattern in this sequence? ![Three consecutive patterns in a sequence. The first pattern is 1 orange square. The second pattern is 3 orange squares arranged as an incomplete rectangle of base 2 and height 2, with the top left orange square missing. The third pattern is 5 orange squares arranged as an incomplete rectangle of base 3 and height 2, with the top left orange square missing.]()",Use a linear sequence expressed as a pattern to make a prediction about another term in the sequence other than the next one_Sequences-Others
1420,48,Find another power of 10 more than a given number,202,Place Value,D,"What number is \( 10,000 \) more than \( 298,603 \) ?",Find another power of 10 more than a given number_Place Value
1421,1806,Find missing angles in a scalene triangle,439,Angles in Triangles,C,"What is the size of angle \( p \) ? ![A triangle with angles labelled 49 degrees, 51 degrees and p [not to scale]]()",Find missing angles in a scalene triangle_Angles in Triangles
1422,1596,"Calculate coordinates of points on the graph of y = ax, where x is a positive non-integer",160,Graphs of Exponentials and Other Powers of x,C,"This is a part of the table of values for the equation \( \boldsymbol{y}=\mathbf{8}^{\boldsymbol{x}} \) \begin{tabular}{|l|c|}
\hline\( x \) & \( \frac{1}{3} \) \\
\hline\( y \) & \(\color{gold}\bigstar\) \\
\hline
\end{tabular} What should replace the star?","Calculate coordinates of points on the graph of y = ax, where x is a positive non-integer_Graphs of Exponentials and Other Powers of x"
1423,461,Write numbers between 0 and 1 in standard form,47,Standard Form,C,"Write the following number in standard form:
\[
0.0003001
\]",Write numbers between 0 and 1 in standard form_Standard Form
1424,422,Convert from mixed number fractions to improper fractions,229,Converting Mixed Number and Improper Fractions,B,"Convert this into an improper fraction:
\(
4 \frac{2}{3}
\)",Convert from mixed number fractions to improper fractions_Converting Mixed Number and Improper Fractions
1425,921,Recognise the equations of vertical lines from a diagram,258,Horizontal and Vertical Lines,A,![A set of axes with a vertical line going through 3 on the x axis]() What is the equation of this line?,Recognise the equations of vertical lines from a diagram_Horizontal and Vertical Lines
1426,2012,Identify a unit of length,197,Volume and Capacity Units,D,"George has answered a question on perimeter and worked out an answer of \( 310 \).

Behind the star he has written the units that he used.

Which of the following units is definitely wrong? \( 310 \color{yellow} \bigstar\)",Identify a unit of length_Volume and Capacity Units
1427,1458,"Solve one-step linear equations requiring addition or subtraction, with all positive integers",64,Linear Equations,D,"Isaac is solving an equation. This is the left-hand side of two lines of working from Isaac's book. Isaac always records what operation he has done to both sides of the equation.
What operation should replace the star? ![The image shows two lines of working and an arrow from the top line to the bottom line with a star next to it where the operation would be labelled. The top line of working is x + 7 = ..., and the bottom line is x = ...]()","Solve one-step linear equations requiring addition or subtraction, with all positive integers_Linear Equations"
1428,996,"Given the sketch of a curve in the form (x + a)(x + b), work out its factorised form",266,Sketching from Factorised Form,B,"Which of the following could be the equation of this curve? ![A graph of a quadratic curve that crosses the x axis at (1,0) and (3,0) and crosses the y axis at (0,3).]()","Given the sketch of a curve in the form (x + a)(x + b), work out its factorised form_Sketching from Factorised Form"
1429,3222,Use a bar model to express a ratio problem,241,Sharing in a Ratio,C,"Tom and Katie share \( £ 30 \) in the ratio \( 3\;: 2 \).
Which of the following diagrams best represents this situation?",Use a bar model to express a ratio problem_Sharing in a Ratio
1430,424,Add proper fractions with the same denominator,230,Adding and Subtracting Fractions,C,"Calculate:
\(
\frac{2}{7}+\frac{1}{7}
\)",Add proper fractions with the same denominator_Adding and Subtracting Fractions
1431,479,Calculate the square root of a number,245,"Squares, Cubes, etc",C,"What is the value of the missing number? ![\begin{tabular}{|c|c|}
\hline \multicolumn{2}{|c|}{\( 15^{2} \)} \\
\hline\( \square^{2} \) & \( 2 \) \\
\hline
\end{tabular}]()","Calculate the square root of a number_Squares, Cubes, etc"
1432,3212,Complete missing number mental subtraction problems with numbers over 1000,203,Mental Addition and Subtraction,A,"A \( 4 \) digit number belongs in this box to make the calculation true
\(
\square -7806=1253
\)
What is the \( 4^{\text {th }} \) digit of the number that belongs in the box?",Complete missing number mental subtraction problems with numbers over 1000_Mental Addition and Subtraction
1433,247,Carry out addition problems involving two negative integers ,211,Adding and Subtracting Negative Numbers,D,\( (-9)+(-4)= \),Carry out addition problems involving two negative integers _Adding and Subtracting Negative Numbers
1434,1102,Generate a descending integer linear sequence from the nth term rule,172,Quadratic Sequences,B,Tom and Katie are discussing sequences Tom says \( (2 n+1)^{2} \) would produce a linear sequence Katie says \( 1-\frac{n}{2} \) would produce a linear sequence Who is correct?,Generate a descending integer linear sequence from the nth term rule_Quadratic Sequences
1435,301,Add decimals with the same number of decimals places,223,Adding and Subtracting with Decimals,C,\( 3.52+2.75= \),Add decimals with the same number of decimals places_Adding and Subtracting with Decimals
1436,922,Know the equation of the axes,258,Horizontal and Vertical Lines,D,What is the equation of the \( x \) axis?,Know the equation of the axes_Horizontal and Vertical Lines
1437,2774,Calculate the range from a list of data,339,Range and Interquartile Range from a List of Data,A,"What is the range of this set of data?
\[
4 \mathrm{~cm}, \quad 22 \mathrm{~cm}, \quad 5 \mathrm{~cm}, \quad 7 \mathrm{~cm}
\]",Calculate the range from a list of data_Range and Interquartile Range from a List of Data
1438,1093,Describe an ascending linear sequence in words,171,Linear Sequences (nth term),C,"Which of the following is the most accurate way to describe this sequence?

\[
4,10,16,22,28, \ldots
\]",Describe an ascending linear sequence in words_Linear Sequences (nth term)
1439,81,Complete mental addition problems up to 1000,203,Mental Addition and Subtraction,D,\( 23+108= \),Complete mental addition problems up to 1000_Mental Addition and Subtraction
1440,3319,"Solve problems involving converting between fractions, decimals and percentages",238,Converting between Fractions and Percentages,B,\( 0.2=\frac{1}{5}=? \% \),"Solve problems involving converting between fractions, decimals and percentages_Converting between Fractions and Percentages"
1441,1421,Factorise a single bracket containing a linear expression by taking out a single numeric common factor (e.g. 6),52,Factorising into a Single Bracket,B,What should replace the star and triangle when this expression is fully factorised? \( 8 m - 10 \equiv {\bigstar}(\triangle m-\bigcirc) \),Factorise a single bracket containing a linear expression by taking out a single numeric common factor (e.g. 6)_Factorising into a Single Bracket
1442,2649,"Reflect an object or a point in a horizontal line with the line of reflection given as an equation, where the line of reflection lies on the edge or outside the object",92,Reflection,D,"The triangle is reflected in the \( x \)-axis
What are the new coordinates of point \( P \) ? ![A set of axes: x-axis from -1 to 8, y-axis from -5 to 6. Three points are plotted and joined to make a triangle: (2, 0), (4, 0), (2, 3). Point (2, 3) is labelled with the letter ""P"". ]()","Reflect an object or a point in a horizontal line with the line of reflection given as an equation, where the line of reflection lies on the edge or outside the object_Reflection"
1443,920,Recognise the equations of horizontal lines from a diagram,258,Horizontal and Vertical Lines,A,What is the equation of this line? ![A graph showing a horizontal line going through 4 on the y axis.](),Recognise the equations of horizontal lines from a diagram_Horizontal and Vertical Lines
1444,1737,Use a protractor to measure angles between 90° and 180°,180,Measuring Angles,A,Which diagram shows an angle of \( 135^{\circ} \) ?,Use a protractor to measure angles between 90° and 180°_Measuring Angles
1445,2774,Calculate the range from a list of data,102,"Averages (mean, median, mode) from a List of Data",C,"The data is in ascending order.
\(
\begin{array}{llllll}
x & 5 & 8 & y & 19 & 25
\end{array}
\)
Write an expression for the range.","Calculate the range from a list of data_Averages (mean, median, mode) from a List of Data"
1446,3510,"Match linear sequences to other representations, such as tables and graphs",171,Linear Sequences (nth term),C,Which sequence matches this graph? ![Position](),"Match linear sequences to other representations, such as tables and graphs_Linear Sequences (nth term)"
1447,1470,"Solve two-step linear equations, with the variable on one side, with all positive integers",64,Linear Equations,A,"Solve the following equation for \( a \) :
\[
2=3 a-4
\]","Solve two-step linear equations, with the variable on one side, with all positive integers_Linear Equations"
1448,1562,Interpret linear sections of real life graphs,58,Real Life Graphs,D,"The graph on the right shows the mass of sand in a bucket over time

The gradient of the positive sloping section would tell us... ![A graph with time (secs) on the horizontal axis and mass (g) on the vertical axis. The graph starts at the origin, travels in a straight line up and right, travels horizontally, then travels in a straight line down and right back to the x-axis, more steeply than the start. ]()",Interpret linear sections of real life graphs_Real Life Graphs
1449,284,Answer negative number problems that require the use of BIDMAS,212,Multiplying and Dividing Negative Numbers,D,\( -4+(-5) \times 3= \),Answer negative number problems that require the use of BIDMAS_Multiplying and Dividing Negative Numbers
1450,3346,Identify the order of rotational symmetry of a shape,276,Rotational Symmetry,D,![A solid yellow equilateral triangle (3 sided polygon with all 3 sides of equal length).]() What is the order of rotational symmetry of this equilateral triangle?,Identify the order of rotational symmetry of a shape_Rotational Symmetry
1451,1133,Recognise that a sequence is linear sequences when expressed as a pattern,171,Linear Sequences (nth term),C,"Tom and Katie are discussing linear sequences Tom says this is a linear sequence: ![Three shapes made of squares. The first is an L-shape made of 3 squares so the bottom line is two squares long. The second shape is also an L but with a bottom line of three squares. The fourth shape is the same but the bottom line is four squares long.  ]() Katie says this is a linear sequence: ![Three shapes made of squares. The first is an L-shape made of 3 squares. The second shape is an L made of 5 squares, two on the top row and three on the bottom row. The third shape is an L made of 7 squares, 3 on the top row and four on the bottom. ]() Who is correct?",Recognise that a sequence is linear sequences when expressed as a pattern_Linear Sequences (nth term)
1452,1556,"Given a positive x value, find the corresponding y value for reciprocal graphs",57,Cubics and Reciprocals,D,"This is a part of the table of values for the equation \( \boldsymbol{y}=\frac{\mathbf{1}}{\boldsymbol{x}} \) \begin{tabular}{|c|c|}
\hline\( x \) & \( 0 \) \\
\hline\( y \) & \(\bigstar\) \\
\hline
\end{tabular} What should replace the star?","Given a positive x value, find the corresponding y value for reciprocal graphs_Cubics and Reciprocals"
1453,1377,"Calculate the midpoint between two coordinates in 2D, where all the values are integers but at least one is negative",408,Midpoint Between Two Co-ordinates,A,"What is the midpoint of these two coordinates? ![A set of axes with two points (-4,5) and (6,2) plotted.]()","Calculate the midpoint between two coordinates in 2D, where all the values are integers but at least one is negative_Midpoint Between Two Co-ordinates"
1454,1454,Solve linear simultaneous equations requiring a scaling of both expressions,63,Simultaneous Equations,B,"If three cups of tea and two cups of coffee cost \( £ 2.40 \), and two cups of tea and five cups of coffee cost £3.80, what is the cost of a cup of tea and a cup of coffee?",Solve linear simultaneous equations requiring a scaling of both expressions_Simultaneous Equations
1455,1267,Form expressions from situations described in words,64,Linear Equations,D,"I think of a number. I add on five and then multiply the result by four. The answer I get is \( 17 \).
Which of the following equations represents this?",Form expressions from situations described in words_Linear Equations
1456,473,Calculate the square of a number,649,Function Machines,A,![An image of a function machine. The input is 20 and the function is squared.]() What is the output of this function machine?,Calculate the square of a number_Function Machines
1457,3316,Recognise and use efficient methods for mental multiplication,204,Mental Multiplication and Division,C,Tom and Katie are discussing ways to calculate \( 21 \times 12 \) mentally Tom does \( 12 \times 7 \) and then multiplies his answer by \( 3 \) Katie does \( 21 \times 6 \) and then doubles her answer Who would get the correct answer?,Recognise and use efficient methods for mental multiplication_Mental Multiplication and Division
1458,1610,Simplify an algebraic fraction by dividing by a single letter,1077,Simplifying Algebraic Fractions,B,Tom and Katie are arguing about simplifying fractions. Tom says \( \frac{3 p-1}{p} \equiv 2 \) Katie says \( \frac{3 p-1}{p} \equiv 3-\frac{1}{p} \) Who is correct?,Simplify an algebraic fraction by dividing by a single letter_Simplifying Algebraic Fractions
1459,311,Multiply a decimal by an integer,224,Multiplying and Dividing with Decimals,A,"Work out:
\[
0.6 \times 11
\]",Multiply a decimal by an integer_Multiplying and Dividing with Decimals
1460,2114,Convert between cl and l,197,Volume and Capacity Units,A,"\[
650 \text { centilitres }=\bigstar \text { litres }
\]
What should replace the star?",Convert between cl and l_Volume and Capacity Units
1461,3033,Use inequality notation to order a negative and a positive integer,165,Inequalities on Number Lines,A,"One of these pairs of numbers does not fit 
the inequality \( d \geq h \)

Can you find which pair?",Use inequality notation to order a negative and a positive integer_Inequalities on Number Lines
1462,480,Calculate the cube root of a number,246,"Square Roots, Cube Roots, etc",D,\( \sqrt[3]{8}= \),"Calculate the cube root of a number_Square Roots, Cube Roots, etc"
1463,1493,Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,65,Quadratic Equations,C,"Mo wants to solve this equation using the quadratic formula.
\(
5 h^{2}-3 h-2=0
\)

What should replace the triangle? \( ?\pm \sqrt{\triangle-?} \)",Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 _Quadratic Equations
1464,1569,Interpret the gradient on a linear section on a real life graph,58,Real Life Graphs,D,"Jadon decides to go for a run starting from home.
The graph on the right shows Jadon's distance in metres \( (d) \) over time in seconds
\( (t) \).

The gradient of the negative sloping section of the graph is \( 0.5 \).

Which of the following does that \( 0.5 \) best represent? ![A sketch of a graph with d on the y axis and t on the x axis. A straight line slopes upwards from the origin 2/3 of the way up the graph, 1/5 across the graph. It then becomes horizontal for the next 1/5 of the graph, before sloping downwards in a straight line for the remainder of the graph. ]()",Interpret the gradient on a linear section on a real life graph_Real Life Graphs
1465,854,"Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",33,BIDMAS,A,"What does the following equal?
\[
3-5+4 \times 2
\]","Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division_BIDMAS"
1466,1892,Use a protractor to draw angles between 0° and 90° ,180,Measuring Angles,A,"When drawing an angle, which step will you complete last?",Use a protractor to draw angles between 0° and 90° _Measuring Angles
1467,1892,Use a protractor to draw angles between 0° and 90° ,180,Measuring Angles,D,Which diagram shows an angle of \( 55^{\circ} \) ?,Use a protractor to draw angles between 0° and 90° _Measuring Angles
1468,1407,Expand two brackets with linear terms in the form (x + a)(x + b),51,Expanding Double Brackets,A,Which of the following answers shows a correct expansion of the expression below? \( (x+5)(x-2) \),Expand two brackets with linear terms in the form (x + a)(x + b)_Expanding Double Brackets
1469,1377,"Calculate the midpoint between two coordinates in 2D, where all the values are integers but at least one is negative",408,Midpoint Between Two Co-ordinates,D,"Points \( P, Q \) and \( R \) are equally spaced along the line segment, as shown in the sketch.

The coordinates of \( \mathrm{P} \) and \( \mathrm{R} \) are marked on the diagram.

What are the coordinates of \( Q \) ? ![A graph with 4 quadrants showing a line joining points R(2, 7), Q (unknown coordinate in 3rd quadrant) and P (-4, -10)]()","Calculate the midpoint between two coordinates in 2D, where all the values are integers but at least one is negative_Midpoint Between Two Co-ordinates"
1470,2792,Identify the mode from a frequency table,340,Averages and Range from Frequency Table,D,"The frequency table shows the grade achieved by some students in a maths exam.
What was the modal grade? ![\begin{tabular}{|c|c|}
\hline Grade & Frequency \\
\hline \( 1 \) & \( 3 \) \\
\hline \( 2 \) & \( 7 \) \\
\hline \( 3 \) & \( 3 \) \\
\hline \( 4 \) & \( 9 \) \\
\hline \( 5 \) & \( 1 \) \\
\hline
\end{tabular}]()",Identify the mode from a frequency table_Averages and Range from Frequency Table
1471,703,Express pictorial representations of objects as a ratio,334,Writing Ratios,C,\( \square \square \square \triangle \square \square \square \triangle \square \square \square \triangle \) For every \( 3 \) triangles there are \(___\) squares,Express pictorial representations of objects as a ratio_Writing Ratios
1472,73,Solve problems that combine addition or subtraction with multiplication,203,Mental Addition and Subtraction,D,"There are \( 8 \) shelves of plates. Four of the shelves hold \( 15 \) plates each. Two of the shelves hold \( 23 \) plates each. The other shelves hold \( 17 \) plates each.
How many plates are there in total?",Solve problems that combine addition or subtraction with multiplication_Mental Addition and Subtraction
